genus	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
Zancudomyces	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	Diptera_larvae	filamentous_mycelium						
Zygopolaris	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	Ephemerellidae_nymphs	filamentous_mycelium						
Zygopolaropsis	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	Baetidae_nymphs	filamentous_mycelium						
Tectimyces	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	Leptophlebiidae_nymphs	filamentous_mycelium						
Trichozygospora	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	Chironomidae_larvae	filamentous_mycelium						
Trifoliellum	animal_endosymbiont		no_endophytic_capacity		leaf/fruit/seed		non-aquatic	animal_endosymbiont	Ephemerellidae_nymphs	filamentous_mycelium						
Coemansia	soil_saprotroph	dung_saprotroph			"soil,dung"		non-aquatic			filamentous_mycelium						
Dipsacomyces	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Kickxella	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Linderina	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Martensella	mycoparasite	fungal_decomposer			fungal_material		non-aquatic		Vesiculomyces	filamentous_mycelium						
Martensiomyces	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Mycoemilia	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Myconymphaea	unspecified_saprotroph	animal_decomposer			animal_material		non-aquatic			filamentous_mycelium						
Pinnaticoemansia	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Spirodactylon	dung_saprotroph				dung		non-aquatic			filamentous_mycelium						
Spiromyces	dung_saprotroph				dung		non-aquatic			filamentous_mycelium						
Aenigmatospora										filamentous_mycelium						
Ramicandelaber	soil_saprotroph				soil		non-aquatic			filamentous_mycelium						
Amphitrema	algal_ectosymbiont		moss-associated	moss-associated			non-aquatic			amoeboid-biflagellate						
Archerella	algal_ectosymbiont		moss-associated	moss-associated			non-aquatic			amoeboid-biflagellate						
Labyrinthula	plant_pathogen	unspecified_saprotroph	root-associated	"root_pathogen,leaf/fruit/seed_pathogen"	"wood,leaf/fruit/seed,roots"		partly_aquatic			labyrinthulid						
Althornia	unspecified_saprotroph						marine			biflagellate						
Amphifila	unspecified_saprotroph						marine			amoeboid-biflagellate						
Diplophrys	unspecified_saprotroph						aquatic	animal-associated		amoeboid-biflagellate						
Fibrophrys	unspecified_saprotroph						freshwater			biflagellate-rhizomycelial						
Monorhizochytrium	algal_parasite			algal_parasite	algal_material		marine			biflagellate-rhizomycelial						
Paramphitrema	algal_parasite	plant_pathogen		"leaf/fruit/seed_pathogen,algal_parasite"	"wood,leaf/fruit/seed,algal_material"		aquatic			amoeboid-biflagellate						
Sorodiplophrys	dung_saprotroph				dung		non-aquatic			amoeboid-biflagellate						
Stellarchytrium	animal_parasite	animal_decomposer			animal_material			invertebrate_parasite	sea_stars	biflagellate-rhizomycelial						
Aplanochytrium	animal_parasite	litter_saprotroph	foliar_endophyte		"animal_material,leaf/fruit/seed,algal_material"			animal_parasite		filamentous_mycelium						
Aurantiochytrium	litter_saprotroph	fatty_acid_producer			leaf/fruit/seed		marine			amoeboid-biflagellate						
Botryochytrium	litter_saprotroph				leaf/fruit/seed		marine			amoeboid-biflagellate						
Japonochytrium	litter_saprotroph	fatty_acid_producer			leaf/fruit/seed		marine			biflagellate-rhizomycelial						
Labyrinthuloides	foliar_endophyte	plant_pathogen	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed		marine			biflagellate-rhizomycelial						
Oblongichytrium	animal_parasite	animal_decomposer			animal_material		marine	invertebrate_parasite	sea_stars	biflagellate-rhizomycelial						
Parietichytrium	litter_saprotroph				leaf/fruit/seed		marine			amoeboid-biflagellate						
Schizochytrium	litter_saprotroph	fatty_acid_producer			leaf/fruit/seed		aquatic			biflagellate-rhizomycelial						
Sicyoidochytrium	litter_saprotroph				leaf/fruit/seed		marine			amoeboid-biflagellate						
Thraustochytrium	animal_parasite	litter_saprotroph			"animal_material,leaf/fruit/seed,algal_material"		aquatic	animal_parasite		biflagellate-rhizomycelial						
Ulkenia	litter_saprotroph				"leaf/fruit/seed,algal_material"		aquatic			amoeboid-biflagellate						
Hyaloraphidium	litter_saprotroph	algal_decomposer			"leaf/fruit/seed,algal_material"		freshwater			zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Gonapodya	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Monoblepharella	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Harpochytrium	litter_saprotroph	algal_decomposer			"leaf/fruit/seed,algal_material"		freshwater			zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Monoblepharis	wood_saprotroph				wood		partly_freshwater_(partly_non-aquatic)			zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Oedogoniomyces	litter_saprotroph	algal_decomposer			"leaf/fruit/seed,algal_material"		freshwater			zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Telasphaerula	litter_saprotroph	algal_decomposer			"leaf/fruit/seed,algal_material"		freshwater			zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Amoeboradix	algal_parasite		no_endophytic_capacity	algal_parasite	algal_material		freshwater		algae	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Sanchytrium	algal_parasite		no_endophytic_capacity	algal_parasite	algal_material		freshwater		algae	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Aquamortierella	unspecified_saprotroph	animal_decomposer			animal_material	mold	partly_freshwater_(partly_non-aquatic)	arthropod-associated		filamentous_mycelium	none	none				
Dissophora	soil_saprotroph				soil	chitinolytic	non-aquatic			filamentous_mycelium	none	none				
Gamsiella	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Haplosporangium	soil_saprotroph				soil	chitinolytic	non-aquatic			filamentous_mycelium	none	none				
Lobosporangium	soil_saprotroph				soil	chitinolytic	non-aquatic			filamentous_mycelium	zygosporangium	closed				
Modicella	soil_saprotroph				soil	chitinolytic	non-aquatic			filamentous_mycelium	zygosporangium	closed				
Mortierella	soil_saprotroph	root-associated	root-associated	root-associated	"roots,soil"	chitinolytic	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Densospora	ectomycorrhizal	soil_saprotroph	root_endophyte				non-aquatic			filamentous_mycelium	zygosporangium	closed	short-distance_delicate	/densospora		
Endogone	soil_saprotroph	root_endophyte	root_endophyte	root-associated	soil		non-aquatic			filamentous_mycelium	zygosporangium	closed	short-distance_delicate	/endogone3		
Jimgerdemannia	ectomycorrhizal	root-associated	root-associated				non-aquatic			filamentous_mycelium	zygosporangium	closed	short-distance_delicate	/endogone1		
Peridiospora	unspecified_saprotroph						non-aquatic			filamentous_mycelium	zygosporangium	closed				
Sclerogone	ectomycorrhizal	root-associated	root-associated				non-aquatic			filamentous_mycelium	zygosporangium	closed	short-distance_delicate	/endogone2		
Sphaerocreas	unspecified_saprotroph						non-aquatic			filamentous_mycelium	zygosporangium	closed				
Planticonsortium	arbuscular_mycorrhizal	root-associated	root_endophyte				partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	other					
Backusella	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Blakeslea	soil_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	"leaf/fruit/seed,soil"	mold	non-aquatic			filamentous_mycelium	none	none				
Choanephora	litter_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed	mold	non-aquatic			filamentous_mycelium	none	none				
Gilbertella	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed	mold	non-aquatic			filamentous_mycelium	none	none				
Poitrasia	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Absidia	soil_saprotroph				soil	mold	partly_aquatic			filamentous_mycelium	none	none				
Chlamydoabsidia	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Cunninghamella	soil_saprotroph				soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Gongronella	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Halteromyces	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Hesseltinella	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Lentamyces	mycoparasite	fungal_decomposer			fungal_material	mold	non-aquatic	animal_endosymbiont		filamentous_mycelium	none	none				
Siepmannia	mycoparasite	fungal_decomposer			fungal_material	mold	non-aquatic			filamentous_mycelium	none	none				
Circinella	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	partly_aquatic			filamentous_mycelium	none	none				
Dichotomocladium	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Fennellomyces	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Lichtheimia	soil_saprotroph				soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Phascolomyces	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Rhizomucor	soil_saprotroph				soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Zychaea	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Thamnostylum	soil_saprotroph				soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Thermomucor	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Actinomucor	soil_saprotroph	animal_parasite			"soil,animal_material"	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Ambomucor	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Amylomyces	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Benjaminiella	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Chaetocladium	soil_saprotroph	mycoparasite			"soil,dung,fungal_material"	mold	non-aquatic			filamentous_mycelium	none	none				
Circinomucor	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Cokeromyces	soil_saprotroph				soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Dicranophora	mycoparasite	fungal_decomposer			fungal_material	mold	non-aquatic			filamentous_mycelium	none	none				
Ellisomyces	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Helicostylum	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Hyphomucor	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Isomucor	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Kirkiana	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Kirkomyces	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Mucor	soil_saprotroph				soil	mold	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Nawawiella	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Parasitella	mycoparasite	fungal_decomposer			fungal_material	mold	non-aquatic			filamentous_mycelium	none	none				
Pilaira	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Pirella	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Rhizopodopsis	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Zygorhynchus	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Thamnidium	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Tortumyces	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Mycocladus	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Mycotypha	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Phycomyces	dung_saprotroph	soil_saprotroph			"dung,soil"	mold	non-aquatic			filamentous_mycelium	none	none				
Spinellus	mycoparasite	fungal_decomposer			fungal_material	mold	non-aquatic			filamentous_mycelium	none	none				
Pilobolus	dung_saprotroph				dung	mold	non-aquatic			filamentous_mycelium	none	none				
Utharomyces	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Radiomyces	soil_saprotroph	dung_saprotroph			"soil,dung"	mold	non-aquatic			filamentous_mycelium	none	none				
Rhizopus	soil_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	"leaf/fruit/seed,soil"	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Sporodiniella	soil_saprotroph	arthropod_parasite			"soil,animal_material"	mold	non-aquatic	arthropod_parasite		filamentous_mycelium	none	none				
Syzygites	mycoparasite	fungal_decomposer			fungal_material	mold	partly_aquatic			filamentous_mycelium	none	none				
Apophysomyces	soil_saprotroph				soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Saksenaea	soil_saprotroph				soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
Protomycocladus	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Syncephalastrum	soil_saprotroph	animal_parasite			"soil,animal_material"	mold	partly_aquatic			filamentous_mycelium	none	none				
Bifiguratus	soil_saprotroph				soil	mold	non-aquatic			filamentous_mycelium	none	none				
Mucorodium	unspecified_saprotroph						non-aquatic			filamentous_mycelium	none	none				
Nothadelphia	mycoparasite	fungal_decomposer			fungal_material	mold	non-aquatic		Mortierella	filamentous_mycelium	none	none				
Palaeoendogone	foliar_endophyte		foliar_endophyte				non-aquatic			filamentous_mycelium						
Umbelopsis	soil_saprotroph	root-associated	root-associated	root-associated	"roots,soil"	mold	non-aquatic			filamentous_mycelium	none	none				
Anaeromyces	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Buwchfawromyces	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Caecomyces	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Cyllamyces	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Neocallimastix	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Oontomyces	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Orpinomyces	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Piromyces	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
Chytridhaema	animal_parasite	animal_decomposer			animal_material		partly_freshwater_(partly_non-aquatic)	arthropod_parasite		zoosporic_only	zoosporangium	closed				
Cibdelia	mycoparasite	animal_parasite			"fungal_material,animal_material"		non-aquatic	animal_parasite		zoosporic_only	zoosporangium	closed				
Leiolpidium	plant_pathogen	litter_saprotroph		root_pathogen	"leaf/fruit/seed,roots"		non-aquatic			zoosporic-plasmodium_(aphelid)	zoosporangium	closed				
Albugo	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Pustula	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
Wilsoniana	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
